sku,order_date,product_title,units_sold,revenue,num_orders,avg_price,day_of_week,day_of_month,week_of_year,month,quarter,year,is_weekend,is_friday,is_month_end,is_holiday_season,is_eid_fitr_window,is_eid_adha_window,is_eid_season,is_peak_season,lag_1d,lag_3d,lag_7d,lag_14d,lag_21d,lag_30d,rolling_mean_7d,rolling_std_7d,rolling_mean_14d,rolling_std_14d,rolling_mean_30d,rolling_std_30d,rolling_mean_60d,rolling_std_60d,rolling_mean_90d,rolling_std_90d,sku_mean_demand,sku_std_demand,sku_demand_cv,trend_7_vs_30,cumulative_units,sku_x_eid,sku_x_holiday,sku_x_peak,sku_x_weekend,demand_x_lag,product_type,price,current_stock,product_type_code,price_tier
CVB-002,2022-01-20,Ceramic Vase Bundle,4,180.0,1,45.0,3,20,3,1,1,2022,0,0,0,0,0,0,0,0,3.0,3.0,0.0,4.0,,,2.5714285714285716,1.7182493859684493,2.4285714285714284,1.3985864135061359,2.0,1.452966314513558,2.0,1.452966314513558,2.0,1.452966314513558,11.57338195077484,12.154057579693836,1.0501724672756911,1.2857078571749998,42,0.0,0.0,0.0,0.0,7.714285714285715,Decor,45.0,139,1,1.0
CVB-002,2022-01-21,Ceramic Vase Bundle,3,135.0,1,45.0,4,21,3,1,1,2022,1,1,0,0,0,0,0,0,4.0,1.0,5.0,2.0,,,3.142857142857143,1.3451854182690992,2.4285714285714284,1.3985864135061359,2.1,1.4832396974191326,2.1,1.4832396974191326,2.1,1.4832396974191326,11.57338195077484,12.154057579693836,1.0501724672756911,1.4965915128295306,45,0.0,0.0,0.0,11.57338195077484,12.571428571428571,Decor,45.0,139,1,1.0
CVB-002,2022-01-22,Ceramic Vase Bundle,8,360.0,1,45.0,5,22,3,1,1,2022,1,0,0,0,0,0,0,0,3.0,3.0,4.0,3.0,0.0,,2.857142857142857,1.069044967649698,2.5,1.4005493427717788,2.142857142857143,1.4589624493356328,2.142857142857143,1.4589624493356328,2.142857142857143,1.4589624493356328,11.57338195077484,12.154057579693836,1.0501724672756911,1.3333271111401481,53,0.0,0.0,0.0,11.57338195077484,8.571428571428571,Decor,45.0,139,1,1.0
CVB-002,2022-01-23,Ceramic Vase Bundle,1,45.0,1,45.0,6,23,3,1,1,2022,1,0,0,0,0,0,0,0,8.0,4.0,2.0,3.0,2.0,,3.4285714285714284,2.225394561056748,2.857142857142857,2.0326997151247235,2.409090909090909,1.8938268364821762,2.409090909090909,1.8938268364821762,2.409090909090909,1.8938268364821762,11.57338195077484,12.154057579693836,1.0501724672756911,1.4231746854743512,54,0.0,0.0,0.0,11.57338195077484,27.428571428571427,Decor,45.0,139,1,1.0
CVB-002,2022-01-24,Ceramic Vase Bundle,0,0.0,0,0.0,0,24,4,1,1,2022,0,0,0,0,0,0,0,0,1.0,3.0,3.0,1.0,1.0,,3.2857142857142856,2.36038737740833,2.7142857142857144,2.0913216810491813,2.347826086956522,1.873467753372046,2.347826086956522,1.873467753372046,2.347826086956522,1.873467753372046,11.57338195077484,12.154057579693836,1.0501724672756911,1.3994649387869007,54,0.0,0.0,0.0,0.0,3.2857142857142856,Decor,45.0,139,1,1.0
CVB-002,2022-01-25,Ceramic Vase Bundle,1,45.0,1,45.0,1,25,4,1,1,2022,0,0,1,0,0,0,0,0,0.0,8.0,1.0,2.0,1.0,,2.857142857142857,2.6726124191242437,2.642857142857143,2.169974932756415,2.25,1.8939262186630004,2.25,1.8939262186630004,2.25,1.8939262186630004,11.57338195077484,12.154057579693836,1.0501724672756911,1.269835626127376,55,0.0,0.0,0.0,0.0,0.0,Decor,45.0,139,1,1.0
CVB-002,2022-01-26,Ceramic Vase Bundle,4,180.0,1,45.0,2,26,4,1,1,2022,0,0,1,0,0,0,0,0,1.0,1.0,3.0,1.0,0.0,,2.857142857142857,2.6726124191242437,2.5714285714285716,2.20887321481358,2.2,1.8708286933869709,2.2,1.8708286933869709,2.2,1.8708286933869709,11.57338195077484,12.154057579693836,1.0501724672756911,1.2986953955404097,59,0.0,0.0,0.0,0.0,2.857142857142857,Decor,45.0,139,1,1.0
CVB-002,2022-01-27,Ceramic Vase Bundle,2,90.0,1,45.0,3,27,4,1,1,2022,0,0,1,0,0,0,0,0,4.0,0.0,4.0,0.0,4.0,,3.0,2.7080128015453204,2.7857142857142856,2.1901377346421156,2.269230769230769,1.8667124536509059,2.269230769230769,1.8667124536509059,2.269230769230769,1.8667124536509059,11.57338195077484,12.154057579693836,1.0501724672756911,1.322028072418664,61,0.0,0.0,0.0,0.0,12.0,Decor,45.0,139,1,1.0
CVB-002,2022-01-28,Ceramic Vase Bundle,7,315.0,1,45.0,4,28,4,1,1,2022,1,1,1,0,0,0,0,0,2.0,1.0,3.0,5.0,2.0,,2.7142857142857144,2.690370836538197,2.9285714285714284,2.05554730553075,2.259259259259259,1.8311953345496361,2.259259259259259,1.8311953345496361,2.259259259259259,1.8311953345496361,11.57338195077484,12.154057579693836,1.0501724672756911,1.2013998345534256,68,0.0,0.0,0.0,11.57338195077484,5.428571428571429,Decor,45.0,139,1,1.0
CVB-002,2022-01-29,Ceramic Vase Bundle,4,180.0,1,45.0,5,29,4,1,1,2022,1,0,1,0,0,0,0,0,7.0,4.0,8.0,4.0,3.0,,3.2857142857142856,3.147183169877773,3.0714285714285716,2.26899793925681,2.4285714285714284,2.0079208230769536,2.4285714285714284,2.0079208230769536,2.4285714285714284,2.0079208230769536,11.57338195077484,12.154057579693836,1.0501724672756911,1.3529356055592712,72,0.0,0.0,0.0,11.57338195077484,23.0,Decor,45.0,139,1,1.0
CVB-002,2022-01-30,Ceramic Vase Bundle,5,225.0,1,45.0,6,30,4,1,1,2022,1,0,1,0,0,0,0,0,4.0,2.0,1.0,2.0,3.0,,2.7142857142857144,2.4299715851758235,3.0714285714285716,2.26899793925681,2.4827586206896552,1.9932150922419,2.4827586206896552,1.9932150922419,2.4827586206896552,1.9932150922419,11.57338195077484,12.154057579693836,1.0501724672756911,1.0932495648876652,77,0.0,0.0,0.0,11.57338195077484,10.857142857142858,Decor,45.0,139,1,1.0
CVB-002,2022-01-31,Ceramic Vase Bundle,4,180.0,1,45.0,0,31,5,1,1,2022,0,0,1,0,0,0,0,0,5.0,7.0,0.0,3.0,1.0,0.0,3.2857142857142856,2.429971585175824,3.2857142857142856,2.3014567770660603,2.566666666666667,2.01174711054387,2.566666666666667,2.01174711054387,2.566666666666667,2.01174711054387,11.57338195077484,12.154057579693836,1.0501724672756911,1.2801434354337393,81,0.0,0.0,0.0,0.0,16.428571428571427,Decor,45.0,139,1,1.0
CVB-002,2022-02-01,Ceramic Vase Bundle,1,45.0,1,45.0,1,1,5,2,1,2022,0,0,0,0,0,0,0,0,4.0,4.0,1.0,1.0,2.0,2.0,3.857142857142857,1.951800145897067,3.357142857142857,2.3074175660629406,2.7,1.9678449616530893,2.6129032258064515,1.994616410154071,2.6129032258064515,1.994616410154071,11.57338195077484,12.154057579693836,1.0501724672756911,1.4285661375857337,82,0.0,0.0,0.0,0.0,15.428571428571429,Decor,45.0,139,1,1.0
CVB-002,2022-02-02,Ceramic Vase Bundle,3,135.0,1,45.0,2,2,5,2,1,2022,0,0,0,0,0,0,0,0,1.0,5.0,4.0,3.0,1.0,1.0,3.857142857142857,1.951800145897067,3.357142857142857,2.3074175660629406,2.6666666666666665,1.9884725264649112,2.5625,1.98278884728133,2.5625,1.98278884728133,11.57338195077484,12.154057579693836,1.0501724672756911,1.446423147341769,85,0.0,0.0,0.0,0.0,3.857142857142857,Decor,45.0,139,1,1.0
CVB-002,2022-02-03,Ceramic Vase Bundle,3,135.0,1,45.0,3,3,5,2,1,2022,0,0,0,0,0,0,0,0,3.0,4.0,2.0,4.0,0.0,1.0,3.7142857142857144,1.9760470401187082,3.357142857142857,2.3074175660629406,2.7333333333333334,1.9640446187314116,2.5757575757575757,1.953047346941169,2.5757575757575757,1.953047346941169,11.57338195077484,12.154057579693836,1.0501724672756911,1.3588800459092396,88,0.0,0.0,0.0,0.0,11.142857142857142,Decor,45.0,139,1,1.0
CVB-002,2022-02-04,Ceramic Vase Bundle,3,135.0,1,45.0,4,4,5,2,1,2022,1,1,0,0,0,0,0,0,3.0,1.0,7.0,3.0,5.0,0.0,3.857142857142857,1.8644544714716096,3.2857142857142856,2.3014567770660603,2.8,1.936936792446009,2.588235294117647,1.924603809033662,2.588235294117647,1.924603809033662,11.57338195077484,12.154057579693836,1.0501724672756911,1.3775461006006613,91,0.0,0.0,0.0,11.57338195077484,11.571428571428571,Decor,45.0,139,1,1.0
CVB-002,2022-02-05,Ceramic Vase Bundle,1,45.0,1,45.0,5,5,5,2,1,2022,1,0,0,0,0,0,0,0,3.0,3.0,4.0,8.0,4.0,4.0,3.2857142857142856,1.253566341056018,3.2857142857142856,2.3014567770660603,2.9,1.8634413844023772,2.6,1.8973665961010275,2.6,1.8973665961010275,11.57338195077484,12.154057579693836,1.0501724672756911,1.1330010192083082,92,0.0,0.0,0.0,11.57338195077484,9.857142857142858,Decor,45.0,139,1,1.0
CVB-002,2022-02-06,Ceramic Vase Bundle,3,135.0,1,45.0,6,6,5,2,1,2022,1,0,0,0,0,0,0,0,1.0,3.0,5.0,1.0,2.0,2.0,2.857142857142857,1.4638501094227998,2.7857142857142856,1.928673175989188,2.8,1.8827712516943995,2.5555555555555554,1.8889822572628807,2.5555555555555554,1.8889822572628807,11.57338195077484,12.154057579693836,1.0501724672756911,1.0204045189634527,95,0.0,0.0,0.0,11.57338195077484,2.857142857142857,Decor,45.0,139,1,1.0
CVB-002,2022-02-07,Ceramic Vase Bundle,1,45.0,1,45.0,0,7,6,2,1,2022,0,0,0,0,0,0,0,0,3.0,3.0,4.0,0.0,3.0,3.0,2.5714285714285716,1.1338934190276813,2.9285714285714284,1.859043828435456,2.8333333333333335,1.8769625744130132,2.5675675675675675,1.8639942259766993,2.5675675675675675,1.8639942259766993,11.57338195077484,12.154057579693836,1.0501724672756911,0.9075598220577709,96,0.0,0.0,0.0,0.0,7.714285714285715,Decor,45.0,139,1,1.0
CVB-002,2022-02-08,Ceramic Vase Bundle,4,180.0,1,45.0,1,8,6,2,1,2022,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,3.0,2.142857142857143,1.0690449676496967,3.0,1.7541160386140586,2.7666666666666666,1.906130460732773,2.526315789473684,1.856134345459025,2.526315789473684,1.856134345459025,11.57338195077484,12.154057579693836,1.0501724672756911,0.7745238786572372,100,0.0,0.0,0.0,0.0,2.142857142857143,Decor,45.0,139,1,1.0
CVB-002,2022-02-09,Ceramic Vase Bundle,2,90.0,1,45.0,2,9,6,2,1,2022,0,0,0,0,0,0,0,0,4.0,3.0,3.0,4.0,3.0,1.0,2.5714285714285716,1.1338934190276813,3.2142857142857144,1.6723346844167581,2.8,1.9190514898484758,2.5641025641025643,1.84668795692624,2.5641025641025643,1.84668795692624,11.57338195077484,12.154057579693836,1.0501724672756911,0.9183640670671075,102,0.0,0.0,0.0,0.0,10.285714285714286,Decor,45.0,139,1,1.0
CVB-002,2022-02-10,Ceramic Vase Bundle,2,90.0,1,45.0,3,10,6,2,1,2022,0,0,0,0,0,0,0,0,2.0,1.0,3.0,2.0,4.0,2.0,2.4285714285714284,1.1338934190276813,3.0714285714285716,1.6854255666327547,2.8333333333333335,1.8952451089472586,2.55,1.825039514851454,2.55,1.825039514851454,11.57338195077484,12.154057579693836,1.0501724672756911,0.8571398319434501,104,0.0,0.0,0.0,0.0,4.857142857142857,Decor,45.0,139,1,1.0
CVB-002,2022-02-11,Ceramic Vase Bundle,4,180.0,1,45.0,4,11,6,2,1,2022,1,1,0,0,0,0,0,0,2.0,4.0,3.0,7.0,3.0,1.0,2.2857142857142856,1.112697280528373,3.0714285714285716,1.6854255666327547,2.8333333333333335,1.8952451089472586,2.5365853658536586,1.80412805775546,2.5365853658536586,1.80412805775546,11.57338195077484,12.154057579693836,1.0501724672756911,0.8067198418291296,108,0.0,0.0,0.0,11.57338195077484,4.571428571428571,Decor,45.0,139,1,1.0
CVB-002,2022-02-12,Ceramic Vase Bundle,0,0.0,0,0.0,5,12,6,2,1,2022,1,0,0,0,0,0,0,0,4.0,2.0,1.0,4.0,8.0,0.0,2.4285714285714284,1.2724180205607032,2.857142857142857,1.2924123453177285,2.933333333333333,1.874204812223285,2.5714285714285716,1.7962407511903669,2.5714285714285716,1.7962407511903669,11.57338195077484,12.154057579693836,1.0501724672756911,0.8279192554700706,108,0.0,0.0,0.0,11.57338195077484,9.714285714285714,Decor,45.0,139,1,1.0
CVB-002,2022-02-13,Ceramic Vase Bundle,0,0.0,0,0.0,6,13,6,2,1,2022,1,0,0,0,0,0,0,0,0.0,2.0,3.0,5.0,1.0,5.0,2.2857142857142856,1.496026483086191,2.5714285714285716,1.4525460784051265,2.933333333333333,1.874204812223285,2.511627906976744,1.8175348692961628,2.511627906976744,1.8175348692961628,11.57338195077484,12.154057579693836,1.0501724672756911,0.7792181227953606,108,0.0,0.0,0.0,11.57338195077484,0.0,Decor,45.0,139,1,1.0
CVB-002,2022-02-14,Ceramic Vase Bundle,2,90.0,1,45.0,0,14,7,2,1,2022,0,0,0,0,0,0,0,0,0.0,4.0,1.0,4.0,0.0,4.0,1.8571428571428572,1.6761634196950508,2.2142857142857144,1.4238934396479708,2.7666666666666666,1.906130460732773,2.4545454545454546,1.8357502167645117,2.4545454545454546,1.8357502167645117,11.57338195077484,12.154057579693836,1.0501724672756911,0.6712540281696056,110,0.0,0.0,0.0,0.0,0.0,Decor,45.0,139,1,1.0
CVB-002,2022-02-15,Ceramic Vase Bundle,2,90.0,1,45.0,1,15,7,2,1,2022,0,0,0,0,0,0,0,0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,1.6329931618554514,2.0714285714285716,1.328057326976613,2.7,1.8964576779190014,2.4444444444444446,1.816034085026985,2.4444444444444446,1.816034085026985,11.57338195077484,12.154057579693836,1.0501724672756911,0.7407379972666768,112,0.0,0.0,0.0,0.0,4.0,Decor,45.0,139,1,1.0
CVB-002,2022-02-16,Ceramic Vase Bundle,4,180.0,1,45.0,2,16,7,2,1,2022,0,0,0,0,0,0,0,0,2.0,0.0,2.0,3.0,4.0,3.0,1.7142857142857142,1.3801311186847072,2.142857142857143,1.292412345317729,2.7,1.8964576779190014,2.4347826086956523,1.7969378139619572,2.4347826086956523,1.7969378139619572,11.57338195077484,12.154057579693836,1.0501724672756911,0.6349182833714372,116,0.0,0.0,0.0,0.0,3.4285714285714284,Decor,45.0,139,1,1.0
CVB-002,2022-02-17,Ceramic Vase Bundle,0,0.0,0,0.0,3,17,7,2,1,2022,0,0,0,0,0,0,0,0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,1.6329931618554514,2.2142857142857144,1.3688047244316393,2.7333333333333334,1.9106477207072157,2.4680851063829787,1.7919028485625,2.4680851063829787,1.7919028485625,11.57338195077484,12.154057579693836,1.0501724672756911,0.7317046401049752,116,0.0,0.0,0.0,0.0,8.0,Decor,45.0,139,1,1.0
CVB-002,2022-02-18,Ceramic Vase Bundle,5,225.0,1,45.0,4,18,7,2,1,2022,1,1,0,0,0,0,0,0,0.0,2.0,4.0,3.0,7.0,3.0,1.7142857142857142,1.7994708216848738,2.0,1.4675987714106864,2.7,1.9502431324996554,2.4166666666666665,1.808176856974807,2.4166666666666665,1.808176856974807,11.57338195077484,12.154057579693836,1.0501724672756911,0.6349182833714372,121,0.0,0.0,0.0,11.57338195077484,0.0,Decor,45.0,139,1,1.0
CVB-002,2022-02-19,Ceramic Vase Bundle,3,135.0,1,45.0,5,19,7,2,1,2022,1,0,0,0,0,0,0,0,5.0,4.0,0.0,1.0,4.0,4.0,1.8571428571428572,2.035400978396429,2.142857142857143,1.6574838603294906,2.7666666666666666,1.9945327571990965,2.4693877551020407,1.8269058634789055,2.4693877551020407,1.8269058634789055,11.57338195077484,12.154057579693836,1.0501724672756911,0.6712540281696056,124,0.0,0.0,0.0,11.57338195077484,9.285714285714286,Decor,45.0,139,1,1.0
CVB-002,2022-02-20,Ceramic Vase Bundle,2,90.0,1,45.0,6,20,7,2,1,2022,1,0,0,0,0,0,0,0,3.0,0.0,0.0,3.0,5.0,3.0,2.2857142857142856,1.8898223650461357,2.2857142857142856,1.6374732612530452,2.7333333333333334,1.9815238534040398,2.48,1.8097242996700704,2.48,1.8097242996700704,11.57338195077484,12.154057579693836,1.0501724672756911,0.8362338744056859,126,0.0,0.0,0.0,11.57338195077484,6.857142857142857,Decor,45.0,139,1,1.0
CVB-002,2022-02-21,Ceramic Vase Bundle,1,45.0,1,45.0,0,21,8,2,1,2022,0,0,0,0,0,0,0,0,2.0,5.0,2.0,1.0,4.0,8.0,2.5714285714285716,1.618347187425374,2.2142857142857144,1.625686668105864,2.7,1.9852907369815707,2.4705882352941178,1.7927960416787023,2.4705882352941178,1.7927960416787023,11.57338195077484,12.154057579693836,1.0501724672756911,0.9523774250571558,127,0.0,0.0,0.0,0.0,5.142857142857143,Decor,45.0,139,1,1.0
CVB-002,2022-02-22,Ceramic Vase Bundle,3,135.0,1,45.0,1,22,8,2,1,2022,0,0,0,0,0,0,0,0,1.0,3.0,2.0,4.0,1.0,1.0,2.4285714285714284,1.7182493859684487,2.2142857142857144,1.625686668105864,2.466666666666667,1.736689941821219,2.4423076923076925,1.7868085421259263,2.4423076923076925,1.7868085421259263,11.57338195077484,12.154057579693836,1.0501724672756911,0.9845519931289852,130,0.0,0.0,0.0,0.0,2.4285714285714284,Decor,45.0,139,1,1.0
CVB-002,2022-02-23,Ceramic Vase Bundle,1,45.0,1,45.0,2,23,8,2,1,2022,0,0,0,0,0,0,0,0,3.0,2.0,4.0,2.0,3.0,0.0,2.5714285714285716,1.7182493859684491,2.142857142857143,1.5619092289760126,2.533333333333333,1.71671967332515,2.452830188679245,1.7712016535484196,2.452830188679245,1.7712016535484196,11.57338195077484,12.154057579693836,1.0501724672756911,1.0150335872734337,131,0.0,0.0,0.0,0.0,7.714285714285715,Decor,45.0,139,1,1.0
CVB-002,2022-02-24,Ceramic Vase Bundle,2,90.0,1,45.0,3,24,8,2,1,2022,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2.0,3.0,1.0,2.142857142857143,1.676163419695051,2.0714285714285716,1.5915297775935693,2.566666666666667,1.6750364552560586,2.425925925925926,1.7655172084342392,2.425925925925926,1.7655172084342392,11.57338195077484,12.154057579693836,1.0501724672756911,0.834876153543743,133,0.0,0.0,0.0,0.0,2.142857142857143,Decor,45.0,139,1,1.0
CVB-002,2022-02-25,Ceramic Vase Bundle,4,180.0,1,45.0,4,25,8,2,1,2022,1,1,1,0,0,0,0,0,2.0,3.0,5.0,4.0,3.0,4.0,2.4285714285714284,1.3972762620115433,2.0714285714285716,1.5915297775935693,2.6,1.6525841832592434,2.418181818181818,1.750036074664252,2.418181818181818,1.750036074664252,11.57338195077484,12.154057579693836,1.0501724672756911,0.9340623415184666,137,0.0,0.0,0.0,11.57338195077484,4.857142857142857,Decor,45.0,139,1,1.0
CVB-002,2022-02-26,Ceramic Vase Bundle,7,315.0,1,45.0,5,26,8,2,1,2022,1,0,1,0,0,0,0,0,4.0,1.0,3.0,0.0,1.0,2.0,2.2857142857142856,1.1126972805283728,2.0714285714285716,1.5915297775935693,2.6,1.6525841832592434,2.4464285714285716,1.7468896292048266,2.4464285714285716,1.7468896292048266,11.57338195077484,12.154057579693836,1.0501724672756911,0.8791174978997333,144,0.0,0.0,0.0,11.57338195077484,9.142857142857142,Decor,45.0,139,1,1.0
CVB-002,2022-02-27,Ceramic Vase Bundle,8,360.0,1,45.0,6,27,8,2,1,2022,1,0,1,0,0,0,0,0,7.0,2.0,2.0,0.0,3.0,7.0,2.857142857142857,2.115700942049815,2.5714285714285716,1.9499225118444588,2.7666666666666666,1.8323403789601473,2.526315789473684,1.8332763718651637,2.526315789473684,1.8332763718651637,11.57338195077484,12.154057579693836,1.0501724672756911,1.0326985048763162,152,0.0,0.0,0.0,11.57338195077484,20.0,Decor,45.0,139,1,1.0
CVB-002,2022-02-28,Ceramic Vase Bundle,3,135.0,1,45.0,0,28,9,2,1,2022,0,0,1,0,0,0,0,0,8.0,4.0,1.0,2.0,1.0,4.0,3.7142857142857144,2.8115408417381924,3.142857142857143,2.2822776362202757,2.8,1.919051489848476,2.6206896551724137,1.9541012759663232,2.6206896551724137,1.9541012759663232,11.57338195077484,12.154057579693836,1.0501724672756911,1.3265258746524886,155,0.0,0.0,0.0,0.0,29.714285714285715,Decor,45.0,139,1,1.0
CVB-002,2022-03-01,Ceramic Vase Bundle,3,135.0,1,45.0,1,1,9,3,1,2022,0,0,0,0,0,0,0,0,3.0,7.0,3.0,2.0,4.0,5.0,4.0,2.5819888974716108,3.2142857142857144,2.2592909516916153,2.7666666666666666,1.9061304607327731,2.6271186440677967,1.9378116442109405,2.6271186440677967,1.9378116442109405,11.57338195077484,12.154057579693836,1.0501724672756911,1.4457779068268428,158,0.0,0.0,0.0,0.0,12.0,Decor,45.0,139,1,1.0
