order_id,order_date,financial_status,product_id,variant_id,sku,product_title,quantity,unit_price,total_price
10034,2022-01-07,paid,36307,10508,CVB-002,Ceramic Vase Bundle,2,45.0,90.0
10035,2022-01-07,paid,92921,43446,SCP-003,Scented Candle Pack,6,29.99,179.94
10036,2022-01-07,paid,47370,6915,WAB-004,Wall Art Boho,5,65.0,325.0
10037,2022-01-07,paid,90271,81544,TRS-005,Table Runner Set,3,22.5,67.5
10038,2022-01-07,paid,23216,80400,TPC-006,Throw Pillow Cover,4,18.99,75.96
10039,2022-01-08,paid,50576,92444,LDS-001,Linen Duvet Set,3,89.99,269.97
10040,2022-01-08,paid,36307,10508,CVB-002,Ceramic Vase Bundle,3,45.0,135.0
10041,2022-01-08,paid,92921,43446,SCP-003,Scented Candle Pack,7,29.99,209.93
10042,2022-01-08,paid,47370,6915,WAB-004,Wall Art Boho,3,65.0,195.0
10043,2022-01-08,paid,90271,81544,TRS-005,Table Runner Set,1,22.5,22.5
10044,2022-01-08,paid,23216,80400,TPC-006,Throw Pillow Cover,4,18.99,75.96
10045,2022-01-09,paid,50576,92444,LDS-001,Linen Duvet Set,6,89.99,539.94
10046,2022-01-09,paid,36307,10508,CVB-002,Ceramic Vase Bundle,3,45.0,135.0
10047,2022-01-09,paid,92921,43446,SCP-003,Scented Candle Pack,2,29.99,59.98
10048,2022-01-09,paid,47370,6915,WAB-004,Wall Art Boho,1,65.0,65.0
10049,2022-01-09,paid,90271,81544,TRS-005,Table Runner Set,2,22.5,45.0
10050,2022-01-09,paid,23216,80400,TPC-006,Throw Pillow Cover,6,18.99,113.94
10051,2022-01-10,paid,50576,92444,LDS-001,Linen Duvet Set,2,89.99,179.98
10052,2022-01-10,paid,36307,10508,CVB-002,Ceramic Vase Bundle,1,45.0,45.0
10053,2022-01-10,paid,92921,43446,SCP-003,Scented Candle Pack,8,29.99,239.92
10054,2022-01-10,paid,47370,6915,WAB-004,Wall Art Boho,2,65.0,130.0
10055,2022-01-10,paid,90271,81544,TRS-005,Table Runner Set,1,22.5,22.5
10056,2022-01-10,paid,23216,80400,TPC-006,Throw Pillow Cover,4,18.99,75.96
10057,2022-01-11,paid,50576,92444,LDS-001,Linen Duvet Set,6,89.99,539.94
10058,2022-01-11,paid,36307,10508,CVB-002,Ceramic Vase Bundle,2,45.0,90.0
10059,2022-01-11,paid,92921,43446,SCP-003,Scented Candle Pack,7,29.99,209.93
10060,2022-01-11,paid,47370,6915,WAB-004,Wall Art Boho,4,65.0,260.0
10061,2022-01-11,paid,90271,81544,TRS-005,Table Runner Set,1,22.5,22.5
10062,2022-01-11,paid,23216,80400,TPC-006,Throw Pillow Cover,8,18.99,151.92
10063,2022-01-12,paid,50576,92444,LDS-001,Linen Duvet Set,4,89.99,359.96
10064,2022-01-12,paid,36307,10508,CVB-002,Ceramic Vase Bundle,1,45.0,45.0
10065,2022-01-12,paid,92921,43446,SCP-003,Scented Candle Pack,4,29.99,119.96
10066,2022-01-12,paid,90271,81544,TRS-005,Table Runner Set,1,22.5,22.5
10067,2022-01-12,paid,23216,80400,TPC-006,Throw Pillow Cover,2,18.99,37.98
10068,2022-01-13,paid,50576,92444,LDS-001,Linen Duvet Set,2,89.99,179.98
10069,2022-01-13,paid,92921,43446,SCP-003,Scented Candle Pack,8,29.99,239.92
10070,2022-01-13,paid,47370,6915,WAB-004,Wall Art Boho,1,65.0,65.0
10071,2022-01-13,paid,23216,80400,TPC-006,Throw Pillow Cover,4,18.99,75.96
10072,2022-01-14,paid,50576,92444,LDS-001,Linen Duvet Set,5,89.99,449.95
10073,2022-01-14,paid,36307,10508,CVB-002,Ceramic Vase Bundle,5,45.0,225.0
10074,2022-01-14,paid,92921,43446,SCP-003,Scented Candle Pack,4,29.99,119.96
10075,2022-01-14,paid,90271,81544,TRS-005,Table Runner Set,3,22.5,67.5
10076,2022-01-14,paid,23216,80400,TPC-006,Throw Pillow Cover,5,18.99,94.95
10077,2022-01-15,paid,50576,92444,LDS-001,Linen Duvet Set,2,89.99,179.98
10078,2022-01-15,paid,36307,10508,CVB-002,Ceramic Vase Bundle,4,45.0,180.0
10079,2022-01-15,paid,92921,43446,SCP-003,Scented Candle Pack,2,29.99,59.98
10080,2022-01-15,paid,47370,6915,WAB-004,Wall Art Boho,4,65.0,260.0
10081,2022-01-15,paid,90271,81544,TRS-005,Table Runner Set,3,22.5,67.5
10082,2022-01-15,paid,23216,80400,TPC-006,Throw Pillow Cover,3,18.99,56.97
10083,2022-01-16,paid,50576,92444,LDS-001,Linen Duvet Set,1,89.99,89.99
10084,2022-01-16,paid,36307,10508,CVB-002,Ceramic Vase Bundle,2,45.0,90.0
10085,2022-01-16,paid,92921,43446,SCP-003,Scented Candle Pack,5,29.99,149.95
10086,2022-01-16,paid,47370,6915,WAB-004,Wall Art Boho,5,65.0,325.0
10087,2022-01-16,paid,23216,80400,TPC-006,Throw Pillow Cover,8,18.99,151.92
10088,2022-01-17,paid,50576,92444,LDS-001,Linen Duvet Set,3,89.99,269.97
10089,2022-01-17,paid,36307,10508,CVB-002,Ceramic Vase Bundle,3,45.0,135.0
10090,2022-01-17,paid,92921,43446,SCP-003,Scented Candle Pack,2,29.99,59.98
10091,2022-01-17,paid,47370,6915,WAB-004,Wall Art Boho,1,65.0,65.0
10092,2022-01-17,paid,90271,81544,TRS-005,Table Runner Set,2,22.5,45.0
10093,2022-01-17,paid,23216,80400,TPC-006,Throw Pillow Cover,3,18.99,56.97
10094,2022-01-18,paid,50576,92444,LDS-001,Linen Duvet Set,5,89.99,449.95
10095,2022-01-18,paid,36307,10508,CVB-002,Ceramic Vase Bundle,1,45.0,45.0
10096,2022-01-18,paid,92921,43446,SCP-003,Scented Candle Pack,5,29.99,149.95
10097,2022-01-18,paid,47370,6915,WAB-004,Wall Art Boho,2,65.0,130.0
10098,2022-01-18,paid,23216,80400,TPC-006,Throw Pillow Cover,1,18.99,18.99
10099,2022-01-19,paid,50576,92444,LDS-001,Linen Duvet Set,3,89.99,269.97
10100,2022-01-19,paid,36307,10508,CVB-002,Ceramic Vase Bundle,3,45.0,135.0
10101,2022-01-19,paid,92921,43446,SCP-003,Scented Candle Pack,7,29.99,209.93
10102,2022-01-19,paid,47370,6915,WAB-004,Wall Art Boho,1,65.0,65.0
10103,2022-01-19,paid,90271,81544,TRS-005,Table Runner Set,1,22.5,22.5
10104,2022-01-19,paid,23216,80400,TPC-006,Throw Pillow Cover,1,18.99,18.99
10105,2022-01-20,paid,50576,92444,LDS-001,Linen Duvet Set,1,89.99,89.99
10106,2022-01-20,paid,36307,10508,CVB-002,Ceramic Vase Bundle,4,45.0,180.0
10107,2022-01-20,paid,92921,43446,SCP-003,Scented Candle Pack,4,29.99,119.96
10108,2022-01-20,paid,47370,6915,WAB-004,Wall Art Boho,1,65.0,65.0
10109,2022-01-20,paid,90271,81544,TRS-005,Table Runner Set,3,22.5,67.5
10110,2022-01-20,paid,23216,80400,TPC-006,Throw Pillow Cover,5,18.99,94.95
10111,2022-01-21,paid,50576,92444,LDS-001,Linen Duvet Set,7,89.99,629.93
10112,2022-01-21,paid,36307,10508,CVB-002,Ceramic Vase Bundle,3,45.0,135.0
10113,2022-01-21,paid,92921,43446,SCP-003,Scented Candle Pack,10,29.99,299.9
10114,2022-01-21,paid,47370,6915,WAB-004,Wall Art Boho,8,65.0,520.0
10115,2022-01-21,paid,23216,80400,TPC-006,Throw Pillow Cover,9,18.99,170.91
10116,2022-01-22,paid,50576,92444,LDS-001,Linen Duvet Set,2,89.99,179.98
10117,2022-01-22,paid,36307,10508,CVB-002,Ceramic Vase Bundle,8,45.0,360.0
10118,2022-01-22,paid,92921,43446,SCP-003,Scented Candle Pack,7,29.99,209.93
10119,2022-01-22,paid,47370,6915,WAB-004,Wall Art Boho,1,65.0,65.0
10120,2022-01-22,paid,90271,81544,TRS-005,Table Runner Set,3,22.5,67.5
10121,2022-01-22,paid,23216,80400,TPC-006,Throw Pillow Cover,4,18.99,75.96
10122,2022-01-23,paid,50576,92444,LDS-001,Linen Duvet Set,3,89.99,269.97
10123,2022-01-23,paid,36307,10508,CVB-002,Ceramic Vase Bundle,1,45.0,45.0
10124,2022-01-23,paid,92921,43446,SCP-003,Scented Candle Pack,3,29.99,89.97
10125,2022-01-23,paid,47370,6915,WAB-004,Wall Art Boho,3,65.0,195.0
10126,2022-01-23,paid,90271,81544,TRS-005,Table Runner Set,3,22.5,67.5
10127,2022-01-23,paid,23216,80400,TPC-006,Throw Pillow Cover,4,18.99,75.96
10128,2022-01-24,paid,50576,92444,LDS-001,Linen Duvet Set,5,89.99,449.95
10129,2022-01-24,paid,92921,43446,SCP-003,Scented Candle Pack,2,29.99,59.98
10130,2022-01-24,paid,90271,81544,TRS-005,Table Runner Set,1,22.5,22.5
10131,2022-01-24,paid,23216,80400,TPC-006,Throw Pillow Cover,4,18.99,75.96
10132,2022-01-25,paid,50576,92444,LDS-001,Linen Duvet Set,1,89.99,89.99
10133,2022-01-25,paid,36307,10508,CVB-002,Ceramic Vase Bundle,1,45.0,45.0
10134,2022-01-25,paid,92921,43446,SCP-003,Scented Candle Pack,4,29.99,119.96
10135,2022-01-25,paid,47370,6915,WAB-004,Wall Art Boho,3,65.0,195.0
10136,2022-01-25,paid,90271,81544,TRS-005,Table Runner Set,2,22.5,45.0
10137,2022-01-25,paid,23216,80400,TPC-006,Throw Pillow Cover,3,18.99,56.97
10138,2022-01-26,paid,50576,92444,LDS-001,Linen Duvet Set,5,89.99,449.95
10139,2022-01-26,paid,36307,10508,CVB-002,Ceramic Vase Bundle,4,45.0,180.0
10140,2022-01-26,paid,92921,43446,SCP-003,Scented Candle Pack,8,29.99,239.92
10141,2022-01-26,paid,47370,6915,WAB-004,Wall Art Boho,2,65.0,130.0
10142,2022-01-26,paid,90271,81544,TRS-005,Table Runner Set,1,22.5,22.5
10143,2022-01-26,paid,23216,80400,TPC-006,Throw Pillow Cover,4,18.99,75.96
10144,2022-01-27,paid,50576,92444,LDS-001,Linen Duvet Set,5,89.99,449.95
10145,2022-01-27,paid,36307,10508,CVB-002,Ceramic Vase Bundle,2,45.0,90.0
10146,2022-01-27,paid,92921,43446,SCP-003,Scented Candle Pack,7,29.99,209.93
10147,2022-01-27,paid,47370,6915,WAB-004,Wall Art Boho,1,65.0,65.0
10148,2022-01-27,paid,23216,80400,TPC-006,Throw Pillow Cover,2,18.99,37.98
10149,2022-01-28,paid,50576,92444,LDS-001,Linen Duvet Set,10,89.99,899.9
10150,2022-01-28,paid,36307,10508,CVB-002,Ceramic Vase Bundle,7,45.0,315.0
10151,2022-01-28,paid,92921,43446,SCP-003,Scented Candle Pack,11,29.99,329.89
10152,2022-01-28,paid,47370,6915,WAB-004,Wall Art Boho,3,65.0,195.0
10153,2022-01-28,paid,90271,81544,TRS-005,Table Runner Set,2,22.5,45.0
10154,2022-01-28,paid,23216,80400,TPC-006,Throw Pillow Cover,5,18.99,94.95
10155,2022-01-29,paid,50576,92444,LDS-001,Linen Duvet Set,11,89.99,989.89
10156,2022-01-29,paid,36307,10508,CVB-002,Ceramic Vase Bundle,4,45.0,180.0
10157,2022-01-29,paid,92921,43446,SCP-003,Scented Candle Pack,11,29.99,329.89
10158,2022-01-29,paid,47370,6915,WAB-004,Wall Art Boho,2,65.0,130.0
10159,2022-01-29,paid,90271,81544,TRS-005,Table Runner Set,1,22.5,22.5
10160,2022-01-29,paid,23216,80400,TPC-006,Throw Pillow Cover,9,18.99,170.91
10161,2022-01-30,paid,50576,92444,LDS-001,Linen Duvet Set,9,89.99,809.91
10162,2022-01-30,paid,36307,10508,CVB-002,Ceramic Vase Bundle,5,45.0,225.0
10163,2022-01-30,paid,92921,43446,SCP-003,Scented Candle Pack,10,29.99,299.9
10164,2022-01-30,paid,47370,6915,WAB-004,Wall Art Boho,3,65.0,195.0
10165,2022-01-30,paid,90271,81544,TRS-005,Table Runner Set,1,22.5,22.5
10166,2022-01-30,paid,23216,80400,TPC-006,Throw Pillow Cover,7,18.99,132.93
10167,2022-01-31,paid,50576,92444,LDS-001,Linen Duvet Set,4,89.99,359.96
10168,2022-01-31,paid,36307,10508,CVB-002,Ceramic Vase Bundle,4,45.0,180.0
10169,2022-01-31,paid,92921,43446,SCP-003,Scented Candle Pack,8,29.99,239.92
10170,2022-01-31,paid,47370,6915,WAB-004,Wall Art Boho,2,65.0,130.0
10171,2022-01-31,paid,90271,81544,TRS-005,Table Runner Set,6,22.5,135.0
10172,2022-01-31,paid,23216,80400,TPC-006,Throw Pillow Cover,7,18.99,132.93
10173,2022-02-01,paid,50576,92444,LDS-001,Linen Duvet Set,6,89.99,539.94
10174,2022-02-01,paid,36307,10508,CVB-002,Ceramic Vase Bundle,1,45.0,45.0
10175,2022-02-01,paid,92921,43446,SCP-003,Scented Candle Pack,2,29.99,59.98
10176,2022-02-01,paid,47370,6915,WAB-004,Wall Art Boho,1,65.0,65.0
10177,2022-02-01,paid,90271,81544,TRS-005,Table Runner Set,2,22.5,45.0
10178,2022-02-01,paid,23216,80400,TPC-006,Throw Pillow Cover,3,18.99,56.97
10179,2022-02-02,paid,50576,92444,LDS-001,Linen Duvet Set,2,89.99,179.98
10180,2022-02-02,paid,36307,10508,CVB-002,Ceramic Vase Bundle,3,45.0,135.0
10181,2022-02-02,paid,92921,43446,SCP-003,Scented Candle Pack,2,29.99,59.98
10182,2022-02-02,paid,47370,6915,WAB-004,Wall Art Boho,1,65.0,65.0
10183,2022-02-02,paid,90271,81544,TRS-005,Table Runner Set,1,22.5,22.5
10184,2022-02-02,paid,23216,80400,TPC-006,Throw Pillow Cover,1,18.99,18.99
10185,2022-02-03,paid,50576,92444,LDS-001,Linen Duvet Set,3,89.99,269.97
10186,2022-02-03,paid,36307,10508,CVB-002,Ceramic Vase Bundle,3,45.0,135.0
10187,2022-02-03,paid,92921,43446,SCP-003,Scented Candle Pack,1,29.99,29.99
10188,2022-02-03,paid,47370,6915,WAB-004,Wall Art Boho,2,65.0,130.0
10189,2022-02-03,paid,90271,81544,TRS-005,Table Runner Set,2,22.5,45.0
10190,2022-02-03,paid,23216,80400,TPC-006,Throw Pillow Cover,3,18.99,56.97
10191,2022-02-04,paid,50576,92444,LDS-001,Linen Duvet Set,7,89.99,629.93
10192,2022-02-04,paid,36307,10508,CVB-002,Ceramic Vase Bundle,3,45.0,135.0
10193,2022-02-04,paid,92921,43446,SCP-003,Scented Candle Pack,4,29.99,119.96
10194,2022-02-04,paid,47370,6915,WAB-004,Wall Art Boho,3,65.0,195.0
10195,2022-02-04,paid,23216,80400,TPC-006,Throw Pillow Cover,7,18.99,132.93
10196,2022-02-05,paid,50576,92444,LDS-001,Linen Duvet Set,2,89.99,179.98
10197,2022-02-05,paid,36307,10508,CVB-002,Ceramic Vase Bundle,1,45.0,45.0
10198,2022-02-05,paid,92921,43446,SCP-003,Scented Candle Pack,7,29.99,209.93
10199,2022-02-05,paid,47370,6915,WAB-004,Wall Art Boho,2,65.0,130.0
10200,2022-02-05,paid,90271,81544,TRS-005,Table Runner Set,2,22.5,45.0
10201,2022-02-05,paid,23216,80400,TPC-006,Throw Pillow Cover,5,18.99,94.95
10202,2022-02-06,paid,50576,92444,LDS-001,Linen Duvet Set,3,89.99,269.97
10203,2022-02-06,paid,36307,10508,CVB-002,Ceramic Vase Bundle,3,45.0,135.0
10204,2022-02-06,paid,92921,43446,SCP-003,Scented Candle Pack,6,29.99,179.94
10205,2022-02-06,paid,47370,6915,WAB-004,Wall Art Boho,2,65.0,130.0
10206,2022-02-06,paid,90271,81544,TRS-005,Table Runner Set,1,22.5,22.5
10207,2022-02-06,paid,23216,80400,TPC-006,Throw Pillow Cover,3,18.99,56.97
10208,2022-02-07,paid,50576,92444,LDS-001,Linen Duvet Set,4,89.99,359.96
10209,2022-02-07,paid,36307,10508,CVB-002,Ceramic Vase Bundle,1,45.0,45.0
10210,2022-02-07,paid,92921,43446,SCP-003,Scented Candle Pack,4,29.99,119.96
10211,2022-02-07,paid,90271,81544,TRS-005,Table Runner Set,1,22.5,22.5
10212,2022-02-07,paid,23216,80400,TPC-006,Throw Pillow Cover,2,18.99,37.98
10213,2022-02-08,paid,50576,92444,LDS-001,Linen Duvet Set,3,89.99,269.97
10214,2022-02-08,paid,36307,10508,CVB-002,Ceramic Vase Bundle,4,45.0,180.0
10215,2022-02-08,paid,92921,43446,SCP-003,Scented Candle Pack,1,29.99,29.99
10216,2022-02-08,paid,47370,6915,WAB-004,Wall Art Boho,1,65.0,65.0
10217,2022-02-08,paid,23216,80400,TPC-006,Throw Pillow Cover,4,18.99,75.96
10218,2022-02-09,paid,50576,92444,LDS-001,Linen Duvet Set,2,89.99,179.98
10219,2022-02-09,paid,36307,10508,CVB-002,Ceramic Vase Bundle,2,45.0,90.0
10220,2022-02-09,paid,92921,43446,SCP-003,Scented Candle Pack,6,29.99,179.94
10221,2022-02-09,paid,47370,6915,WAB-004,Wall Art Boho,1,65.0,65.0
10222,2022-02-09,paid,90271,81544,TRS-005,Table Runner Set,2,22.5,45.0
10223,2022-02-09,paid,23216,80400,TPC-006,Throw Pillow Cover,7,18.99,132.93
10224,2022-02-10,paid,50576,92444,LDS-001,Linen Duvet Set,4,89.99,359.96
10225,2022-02-10,paid,36307,10508,CVB-002,Ceramic Vase Bundle,2,45.0,90.0
10226,2022-02-10,paid,92921,43446,SCP-003,Scented Candle Pack,4,29.99,119.96
10227,2022-02-10,paid,47370,6915,WAB-004,Wall Art Boho,6,65.0,390.0
10228,2022-02-10,paid,90271,81544,TRS-005,Table Runner Set,1,22.5,22.5
10229,2022-02-10,paid,23216,80400,TPC-006,Throw Pillow Cover,2,18.99,37.98
10230,2022-02-11,paid,50576,92444,LDS-001,Linen Duvet Set,4,89.99,359.96
10231,2022-02-11,paid,36307,10508,CVB-002,Ceramic Vase Bundle,4,45.0,180.0
10232,2022-02-11,paid,92921,43446,SCP-003,Scented Candle Pack,5,29.99,149.95
10233,2022-02-11,paid,47370,6915,WAB-004,Wall Art Boho,7,65.0,455.0
10234,2022-02-11,paid,90271,81544,TRS-005,Table Runner Set,5,22.5,112.5
10235,2022-02-11,paid,23216,80400,TPC-006,Throw Pillow Cover,4,18.99,75.96
10236,2022-02-12,paid,50576,92444,LDS-001,Linen Duvet Set,3,89.99,269.97
10237,2022-02-12,paid,92921,43446,SCP-003,Scented Candle Pack,8,29.99,239.92
10238,2022-02-12,paid,47370,6915,WAB-004,Wall Art Boho,4,65.0,260.0
10239,2022-02-12,paid,90271,81544,TRS-005,Table Runner Set,3,22.5,67.5
10240,2022-02-12,paid,23216,80400,TPC-006,Throw Pillow Cover,3,18.99,56.97
10241,2022-02-13,paid,50576,92444,LDS-001,Linen Duvet Set,3,89.99,269.97
10242,2022-02-13,paid,92921,43446,SCP-003,Scented Candle Pack,10,29.99,299.9
10243,2022-02-13,paid,47370,6915,WAB-004,Wall Art Boho,2,65.0,130.0
10244,2022-02-13,paid,90271,81544,TRS-005,Table Runner Set,1,22.5,22.5
10245,2022-02-13,paid,23216,80400,TPC-006,Throw Pillow Cover,6,18.99,113.94
10246,2022-02-14,paid,50576,92444,LDS-001,Linen Duvet Set,2,89.99,179.98
10247,2022-02-14,paid,36307,10508,CVB-002,Ceramic Vase Bundle,2,45.0,90.0
10248,2022-02-14,paid,92921,43446,SCP-003,Scented Candle Pack,3,29.99,89.97
10249,2022-02-14,paid,47370,6915,WAB-004,Wall Art Boho,1,65.0,65.0
10250,2022-02-14,paid,90271,81544,TRS-005,Table Runner Set,2,22.5,45.0
10251,2022-02-14,paid,23216,80400,TPC-006,Throw Pillow Cover,5,18.99,94.95
10252,2022-02-15,paid,50576,92444,LDS-001,Linen Duvet Set,11,89.99,989.89
10253,2022-02-15,paid,36307,10508,CVB-002,Ceramic Vase Bundle,2,45.0,90.0
10254,2022-02-15,paid,92921,43446,SCP-003,Scented Candle Pack,4,29.99,119.96
10255,2022-02-15,paid,47370,6915,WAB-004,Wall Art Boho,3,65.0,195.0
10256,2022-02-15,paid,23216,80400,TPC-006,Throw Pillow Cover,5,18.99,94.95
10257,2022-02-16,paid,50576,92444,LDS-001,Linen Duvet Set,3,89.99,269.97
10258,2022-02-16,paid,36307,10508,CVB-002,Ceramic Vase Bundle,4,45.0,180.0
10259,2022-02-16,paid,92921,43446,SCP-003,Scented Candle Pack,5,29.99,149.95
10260,2022-02-16,paid,47370,6915,WAB-004,Wall Art Boho,1,65.0,65.0
10261,2022-02-16,paid,90271,81544,TRS-005,Table Runner Set,1,22.5,22.5
10262,2022-02-16,paid,23216,80400,TPC-006,Throw Pillow Cover,5,18.99,94.95
10263,2022-02-17,paid,92921,43446,SCP-003,Scented Candle Pack,7,29.99,209.93
10264,2022-02-17,paid,47370,6915,WAB-004,Wall Art Boho,1,65.0,65.0
10265,2022-02-17,paid,90271,81544,TRS-005,Table Runner Set,2,22.5,45.0
10266,2022-02-17,paid,23216,80400,TPC-006,Throw Pillow Cover,1,18.99,18.99
10267,2022-02-18,paid,50576,92444,LDS-001,Linen Duvet Set,7,89.99,629.93
10268,2022-02-18,paid,36307,10508,CVB-002,Ceramic Vase Bundle,5,45.0,225.0
10269,2022-02-18,paid,92921,43446,SCP-003,Scented Candle Pack,7,29.99,209.93
10270,2022-02-18,paid,47370,6915,WAB-004,Wall Art Boho,6,65.0,390.0
10271,2022-02-18,paid,23216,80400,TPC-006,Throw Pillow Cover,5,18.99,94.95
10272,2022-02-19,paid,50576,92444,LDS-001,Linen Duvet Set,4,89.99,359.96
10273,2022-02-19,paid,36307,10508,CVB-002,Ceramic Vase Bundle,3,45.0,135.0
10274,2022-02-19,paid,92921,43446,SCP-003,Scented Candle Pack,2,29.99,59.98
10275,2022-02-19,paid,47370,6915,WAB-004,Wall Art Boho,3,65.0,195.0
10276,2022-02-19,paid,90271,81544,TRS-005,Table Runner Set,3,22.5,67.5
10277,2022-02-19,paid,23216,80400,TPC-006,Throw Pillow Cover,2,18.99,37.98
10278,2022-02-20,paid,50576,92444,LDS-001,Linen Duvet Set,6,89.99,539.94
10279,2022-02-20,paid,36307,10508,CVB-002,Ceramic Vase Bundle,2,45.0,90.0
10280,2022-02-20,paid,92921,43446,SCP-003,Scented Candle Pack,2,29.99,59.98
10281,2022-02-20,paid,47370,6915,WAB-004,Wall Art Boho,1,65.0,65.0
10282,2022-02-20,paid,90271,81544,TRS-005,Table Runner Set,3,22.5,67.5
10283,2022-02-20,paid,23216,80400,TPC-006,Throw Pillow Cover,1,18.99,18.99
10284,2022-02-21,paid,50576,92444,LDS-001,Linen Duvet Set,2,89.99,179.98
10285,2022-02-21,paid,36307,10508,CVB-002,Ceramic Vase Bundle,1,45.0,45.0
10286,2022-02-21,paid,92921,43446,SCP-003,Scented Candle Pack,7,29.99,209.93
10287,2022-02-21,paid,47370,6915,WAB-004,Wall Art Boho,3,65.0,195.0
10288,2022-02-21,paid,90271,81544,TRS-005,Table Runner Set,2,22.5,45.0
10289,2022-02-21,paid,23216,80400,TPC-006,Throw Pillow Cover,1,18.99,18.99
10290,2022-02-22,paid,50576,92444,LDS-001,Linen Duvet Set,1,89.99,89.99
10291,2022-02-22,paid,36307,10508,CVB-002,Ceramic Vase Bundle,3,45.0,135.0
10292,2022-02-22,paid,92921,43446,SCP-003,Scented Candle Pack,6,29.99,179.94
10293,2022-02-22,paid,47370,6915,WAB-004,Wall Art Boho,3,65.0,195.0
10294,2022-02-22,paid,90271,81544,TRS-005,Table Runner Set,1,22.5,22.5
10295,2022-02-23,paid,50576,92444,LDS-001,Linen Duvet Set,5,89.99,449.95
10296,2022-02-23,paid,36307,10508,CVB-002,Ceramic Vase Bundle,1,45.0,45.0
10297,2022-02-23,paid,92921,43446,SCP-003,Scented Candle Pack,5,29.99,149.95
10298,2022-02-23,paid,47370,6915,WAB-004,Wall Art Boho,3,65.0,195.0
10299,2022-02-23,paid,23216,80400,TPC-006,Throw Pillow Cover,4,18.99,75.96
10300,2022-02-24,paid,50576,92444,LDS-001,Linen Duvet Set,4,89.99,359.96
10301,2022-02-24,paid,36307,10508,CVB-002,Ceramic Vase Bundle,2,45.0,90.0
10302,2022-02-24,paid,92921,43446,SCP-003,Scented Candle Pack,6,29.99,179.94
10303,2022-02-24,paid,47370,6915,WAB-004,Wall Art Boho,1,65.0,65.0
10304,2022-02-24,paid,90271,81544,TRS-005,Table Runner Set,2,22.5,45.0
10305,2022-02-24,paid,23216,80400,TPC-006,Throw Pillow Cover,3,18.99,56.97
10306,2022-02-25,paid,50576,92444,LDS-001,Linen Duvet Set,8,89.99,719.92
